,Progress,Duration (in seconds),Finished,Q1,Q2,Q3,Q4,Q5,Q6,Unnamed: 22,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
329,100,110,True,1,25-29,Female,Married,White,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,1.0,Kamala Harris,1.0,1.0,3.0,1.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,4.0,1.0
330,100,103,True,12,30-39,Male,Not married,,,,4 year degree,"$100,000-$199,999",Democrat,Definitely Wrong,0.0,Other,1.0,2.0,3.0,3.0,"Social Media,Friends/Family,Religious/Community Organizations","I prefer voting on election day,I forgot to vote early or by mail",3.0,4.0
331,100,52,True,3,50-64,Male,Married,Black or African American,Catholic,,High school graduate / GED,"$30,000-$49,999",Democrat,Unsure,2.0,Other,3.0,2.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,4.0
332,100,152,True,12,30-39,Female,Not married,White,Protestant / Other Christian Denomination,,,,Democrat,Unsure,1.0,Kamala Harris,1.0,1.0,2.0,1.0,Rhode Island Secretary of State's Website,I forgot to vote early or by mail,4.0,4.0
333,100,93,True,8,30-39,Male,Not married,Black or African American,Catholic,,Some college,"$50,000-$100,000",Republican,Unsure,2.0,Donald Trump,2.0,3.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
334,100,69,True,3,50-64,Female,Married,White,Other,Universalist,Doctorate,"$200,000 or more",Democrat,Definitely Wrong,2.0,Kamala Harris,3.0,3.0,3.0,2.0,"Friends/Family,Religious/Community Organizations",Today was the best option for my schedule,4.0,4.0
335,100,98,True,1,65 or older,Male,Married,White,,,,,Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
336,100,112,True,6,50-64,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Less than High School,"Less than $30,000",Republican,Definitely Wrong,2.0,Other,3.0,0.0,3.0,0.0,"Rhode Island Secretary of State's Website,211 Voter Hotline,The Voter Information Handbook sent to my house,Social Media,Friends/Family,Religious/Community Organizations",I prefer voting on election day,0.0,4.0
337,100,79,True,8,40-49,Male,Not married,Black or African American,Protestant / Other Christian Denomination,,2 year degree,"$100,000-$199,999",Democrat,Somewhat Wrong,0.0,,0.0,2.0,0.0,1.0,,I forgot to vote early or by mail,3.0,3.0
338,100,58,True,5,30-39,Male,Not married,Black or African American,Islam,,Some college,,Democrat,Somewhat Wrong,3.0,Kamala Harris,1.0,2.0,2.0,2.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,1.0
339,100,231,True,9,30-39,Female,Married,White,,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,2.0,2.0,3.0,Friends/Family,I forgot to vote early or by mail,4.0,4.0
340,100,83,True,6,18-24,Female,Not married,White,,,High school graduate / GED,"Less than $30,000",Independent,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,2.0,Friends/Family,I forgot to vote early or by mail,4.0,3.0
341,100,127,True,1,30-39,Male,Married,Asian,Atheist,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Wrong,1.0,Kamala Harris,2.0,2.0,3.0,2.0,Rhode Island Secretary of State's Website,Today was the best option for my schedule,4.0,3.0
342,100,54,True,3,25-29,Female,Not married,"White,Hispanic or Latino/a",,,Professional degree,"$50,000-$100,000",Democrat,Unsure,3.0,Kamala Harris,2.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,Social Media",I forgot to vote early or by mail,3.0,4.0
343,100,84,True,8,25-29,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,2 year degree,"$50,000-$100,000",Independent,Somewhat Wrong,0.0,Donald Trump,1.0,0.0,0.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house,Social Media,Friends/Family","I forgot to vote early or by mail,Today was the best option for my schedule",4.0,4.0
344,100,49,True,3,40-49,Male,Not married,Asian,Other,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,1.0,2.0,2.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
345,100,74,True,14,25-29,Male,Not married,White,Catholic,,Professional degree,,Independent,Unsure,3.0,Kamala Harris,1.0,2.0,2.0,2.0,Social Media,I prefer voting on election day,4.0,3.0
346,100,76,True,8,50-64,Male,Not married,"Black or African American,American Indian or Alaska Native",Protestant / Other Christian Denomination,,High school graduate / GED,"$30,000-$49,999",Democrat,Unsure,2.0,Kamala Harris,3.0,1.0,1.0,3.0,Friends/Family,I prefer voting on election day,1.0,4.0
347,100,99,True,14,50-64,Female,Not married,Black or African American,Catholic,,High school graduate / GED,"$50,000-$100,000",Independent,Somewhat Right,3.0,,2.0,3.0,3.0,3.0,,I prefer voting on election day,4.0,4.0
348,100,46,True,5,50-64,Female,Married,White,Judaism,,Doctorate,,Democrat,Definitely Right,1.0,Kamala Harris,3.0,2.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
349,100,104,True,1,50-64,Male,Married,White,,,4 year degree,"$200,000 or more",Independent,Somewhat Right,3.0,Kamala Harris,1.0,2.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
350,100,87,True,6,25-29,Female,Married,Hispanic or Latino/a,,,4 year degree,"$50,000-$100,000",Independent,Somewhat Wrong,2.0,Kamala Harris,3.0,2.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,3.0
351,100,69,True,6,18-24,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,Some college,"Less than $30,000",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,3.0,3.0,2.0,,I prefer voting on election day,4.0,4.0
352,100,167,True,8,30-39,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"$50,000-$100,000",Republican,Unsure,2.0,Donald Trump,2.0,2.0,3.0,3.0,211 Voter Hotline,,4.0,4.0
353,100,410,True,8,50-64,Female,Not married,Hispanic or Latino/a,Catholic,,Professional degree,"$30,000-$49,999",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,2.0,3.0,3.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
354,100,73,True,3,18-24,Female,Not married,"Black or African American,American Indian or Alaska Native",,,Some college,"$30,000-$49,999",Democrat,Unsure,1.0,Kamala Harris,2.0,1.0,2.0,3.0,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,4.0,3.0
355,100,100,True,8,18-24,Female,Not married,Hispanic or Latino/a,,,4 year degree,"$50,000-$100,000",Democrat,Unsure,3.0,Kamala Harris,1.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,4.0,0.0
356,100,152,True,1,50-64,Male,Not married,White,Catholic,,4 year degree,"$50,000-$100,000",Independent,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
357,100,82,True,3,50-64,Female,Married,White,,,Professional degree,"$200,000 or more",Democrat,Somewhat Right,4.0,Kamala Harris,3.0,3.0,3.0,3.0,"Rhode Island Secretary of State's Website,Friends/Family",I prefer voting on election day,4.0,3.0
358,100,60,True,5,50-64,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"$100,000-$199,999",Democrat,Definitely Right,4.0,Kamala Harris,3.0,3.0,3.0,3.0,"Social Media,Friends/Family,Religious/Community Organizations",,4.0,4.0
359,100,86,True,14,25-29,Female,Not married,White,Catholic,,4 year degree,"$50,000-$100,000",Independent,Somewhat Right,3.0,Kamala Harris,3.0,2.0,2.0,2.0,Rhode Island Secretary of State's Website,"I prefer voting on election day,I did not feel like I had all the information necessary to vote early or by mail",4.0,4.0
360,100,108,True,8,40-49,Female,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$30,000-$49,999",Independent,Somewhat Right,1.0,Kamala Harris,2.0,1.0,2.0,3.0,Social Media,I prefer voting on election day,4.0,4.0
361,100,125,True,1,25-29,Female,Not married,White,Catholic,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Wrong,4.0,Kamala Harris,2.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I did not feel like I had all the information necessary to vote early or by mail,4.0,4.0
362,100,93,True,8,50-64,Male,Not married,Hispanic or Latino/a,Other,"I believe in a higher Power ""God""",Some college,"Less than $30,000",Republican,Somewhat Wrong,1.0,Donald Trump,2.0,2.0,3.0,1.0,Social Media,I prefer voting on election day,1.0,3.0
363,100,52,True,3,18-24,Male,Not married,"Black or African American,American Indian or Alaska Native",Protestant / Other Christian Denomination,,4 year degree,"$30,000-$49,999",,,3.0,Kamala Harris,2.0,2.0,2.0,1.0,,,4.0,3.0
364,100,64,True,6,40-49,Female,Married,Hispanic or Latino/a,,,Some college,"$50,000-$100,000",Independent,Unsure,2.0,Donald Trump,1.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
365,100,65,True,3,40-49,Female,Not married,White,Judaism,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,3.0
366,100,54,True,5,30-39,Male,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Republican,Definitely Wrong,3.0,Other,3.0,3.0,3.0,3.0,,,4.0,4.0
367,100,264,True,8,65 or older,Male,,Hispanic or Latino/a,Catholic,,Less than High School,"$30,000-$49,999",Democrat,Definitely Right,3.0,Kamala Harris,2.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,3.0,3.0
368,100,113,True,8,18-24,Female,Not married,Hispanic or Latino/a,Other,Christian,High school graduate / GED,"Less than $30,000",Republican,Definitely Wrong,1.0,Donald Trump,1.0,2.0,2.0,1.0,Friends/Family,I prefer voting on election day,4.0,1.0
369,100,91,True,1,65 or older,Female,Married,White,,,Doctorate,"$50,000-$100,000",Democrat,Somewhat Wrong,2.0,Kamala Harris,3.0,2.0,2.0,3.0,The Voter Information Handbook sent to my house,"I prefer voting on election day,I do not trust mail-in voting",1.0,4.0
370,100,105,True,8,40-49,Female,Not married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Republican,Definitely Wrong,0.0,Donald Trump,3.0,1.0,2.0,1.0,The Voter Information Handbook sent to my house,I prefer voting on election day,1.0,1.0
371,100,128,True,1,50-64,Female,Not married,White,Judaism,,Doctorate,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,3.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
372,100,118,True,6,50-64,Female,Married,Black or African American,Protestant / Other Christian Denomination,,4 year degree,"$100,000-$199,999",Democrat,Definitely Right,4.0,Kamala Harris,3.0,3.0,2.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,0.0,1.0
373,100,47,True,3,30-39,Male,Not married,Black or African American,,,4 year degree,"$100,000-$199,999",Independent,Unsure,2.0,Kamala Harris,3.0,2.0,3.0,3.0,,Today was the best option for my schedule,4.0,4.0
374,100,81,True,8,25-29,Female,Not married,Hispanic or Latino/a,,,Some college,"$50,000-$100,000",Independent,Somewhat Wrong,1.0,Donald Trump,1.0,2.0,3.0,3.0,Social Media,I wanted to wait to learn more about the candidates,4.0,3.0
375,100,67,True,3,30-39,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"$200,000 or more",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house","I prefer voting on election day,Today was the best option for my schedule",4.0,3.0
376,100,68,True,6,50-64,Male,Married,White,Protestant / Other Christian Denomination,,Professional degree,"$100,000-$199,999",Democrat,Definitely Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,"211 Voter Hotline,Social Media",I prefer voting on election day,3.0,4.0
377,100,68,True,5,18-24,Female,Not married,Hispanic or Latino/a,Catholic,,2 year degree,"Less than $30,000",Democrat,Definitely Wrong,2.0,Kamala Harris,1.0,2.0,2.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family","I prefer voting on election day,I forgot to vote early or by mail,Today was the best option for my schedule",4.0,4.0
378,100,107,True,8,30-39,Male,Not married,"Black or African American,Hispanic or Latino/a",Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Republican,Definitely Wrong,0.0,Other,3.0,0.0,3.0,3.0,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,0.0,4.0
379,100,229,True,9,50-64,Male,Not married,White,Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",Independent,Definitely Wrong,2.0,Donald Trump,3.0,0.0,3.0,1.0,The Voter Information Handbook sent to my house,I did not feel like I had all the information necessary to vote early or by mail,4.0,4.0
380,100,49,True,3,30-39,Female,Not married,Black or African American,,,Some college,"Less than $30,000",Independent,Definitely Wrong,1.0,,0.0,0.0,1.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,1.0
381,100,63,True,6,65 or older,Female,Not married,White,Protestant / Other Christian Denomination,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Wrong,1.0,Kamala Harris,1.0,3.0,3.0,2.0,The Voter Information Handbook sent to my house,I prefer voting on election day,0.0,4.0
382,100,68,True,8,18-24,Male,Not married,Black or African American,Catholic,,High school graduate / GED,"$50,000-$100,000",Independent,Somewhat Right,1.0,Other,0.0,1.0,2.0,2.0,Friends/Family,,4.0,4.0
383,100,84,True,8,50-64,Male,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Professional degree,"Less than $30,000",Republican,Definitely Wrong,1.0,Donald Trump,0.0,1.0,1.0,2.0,Social Media,I prefer voting on election day,3.0,3.0
384,100,61,True,3,30-39,Male,Married,White,Judaism,,Professional degree,"$200,000 or more",Democrat,Definitely Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,3.0
385,100,94,True,1,65 or older,Female,Not married,,,,Professional degree,"Less than $30,000",Independent,Somewhat Wrong,4.0,Kamala Harris,2.0,2.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,1.0
386,100,58,True,5,40-49,Male,Not married,Hispanic or Latino/a,,,Less than High School,"$50,000-$100,000",Independent,Definitely Wrong,1.0,Other,1.0,0.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
387,100,66,True,6,25-29,Female,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$30,000-$49,999",Republican,Unsure,2.0,Donald Trump,1.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,3.0,3.0
388,100,124,True,8,65 or older,Male,Married,Hispanic or Latino/a,Catholic,,Less than High School,"Less than $30,000",Republican,Somewhat Wrong,1.0,Donald Trump,0.0,1.0,2.0,3.0,Friends/Family,I prefer voting on election day,1.0,1.0
389,100,174,True,1,25-29,Female,Not married,White,Atheist,,Professional degree,"$30,000-$49,999",Democrat,Somewhat Right,4.0,Kamala Harris,3.0,3.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house","I prefer voting on election day,I forgot to vote early or by mail,Today was the best option for my schedule",4.0,1.0
390,100,78,True,8,40-49,Female,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"$200,000 or more",Democrat,Somewhat Wrong,3.0,Kamala Harris,2.0,1.0,3.0,3.0,,I prefer voting on election day,0.0,4.0
391,100,55,True,3,30-39,Male,Married,White,Atheist,,4 year degree,"$50,000-$100,000",Democrat,Unsure,3.0,Kamala Harris,2.0,2.0,2.0,3.0,"Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",4.0,3.0
392,100,99,True,9,40-49,Male,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"Less than $30,000",Independent,Unsure,2.0,,2.0,1.0,2.0,3.0,Social Media,I prefer voting on election day,4.0,3.0
393,100,59,True,3,30-39,Female,Married,Hispanic or Latino/a,Catholic,,Doctorate,"$200,000 or more",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,3.0,0.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",4.0,4.0
394,100,55,True,5,65 or older,Male,Married,Hispanic or Latino/a,Other,,High school graduate / GED,"Less than $30,000",Democrat,,4.0,Kamala Harris,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,4.0
395,100,66,True,8,50-64,Male,Not married,Black or African American,Islam,,Some college,"$30,000-$49,999",Democrat,Definitely Right,1.0,Kamala Harris,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,0.0,4.0
396,100,87,True,1,25-29,Female,Not married,White,,,Professional degree,"$30,000-$49,999",Democrat,Definitely Wrong,3.0,Kamala Harris,3.0,3.0,2.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family",I prefer voting on election day,4.0,4.0
397,100,159,True,1,65 or older,Female,Married,White,,,Doctorate,"$50,000-$100,000",Democrat,Somewhat Wrong,2.0,Kamala Harris,3.0,2.0,2.0,3.0,The Voter Information Handbook sent to my house,"I prefer voting on election day,I do not trust mail-in voting",0.0,4.0
398,100,68,True,6,40-49,Female,Not married,Black or African American,Protestant / Other Christian Denomination,,Some college,"$50,000-$100,000",Democrat,Definitely Wrong,3.0,Kamala Harris,0.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,211 Voter Hotline,Social Media,Religious/Community Organizations",I prefer voting on election day,4.0,4.0
399,100,91,True,6,40-49,Female,Not married,Hispanic or Latino/a,,,High school graduate / GED,"$30,000-$49,999",Republican,Somewhat Wrong,1.0,Donald Trump,2.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,3.0,3.0
400,100,96,True,1,18-24,Female,Not married,White,Atheist,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Wrong,2.0,Kamala Harris,1.0,1.0,2.0,3.0,"The Voter Information Handbook sent to my house,Social Media,Friends/Family","I prefer voting on election day,I forgot to vote early or by mail,Today was the best option for my schedule",4.0,4.0
401,100,91,True,1,40-49,Male,Married,White,,,4 year degree,"$200,000 or more",Democrat,Somewhat Wrong,0.0,Kamala Harris,2.0,0.0,2.0,1.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,1.0
402,100,60,True,3,25-29,Female,Not married,"Hispanic or Latino/a,Asian",Other,Christian,4 year degree,"$50,000-$100,000",Independent,Definitely Wrong,2.0,Donald Trump,2.0,2.0,3.0,2.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family,Religious/Community Organizations",I prefer voting on election day,4.0,3.0
403,100,64,True,8,25-29,Male,Not married,Hispanic or Latino/a,Catholic,,2 year degree,"$30,000-$49,999",Democrat,Unsure,3.0,Other,2.0,2.0,2.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,3.0
404,100,104,True,8,30-39,Female,Not married,"Black or African American,Hispanic or Latino/a",Other,Christian,4 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,1.0,Kamala Harris,3.0,1.0,2.0,1.0,,I prefer voting on election day,4.0,1.0
405,100,209,True,8,30-39,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,Some college,"Less than $30,000",Independent,Somewhat Wrong,1.0,Donald Trump,1.0,1.0,1.0,1.0,"Rhode Island Secretary of State's Website,Social Media,Friends/Family","I prefer voting on election day,Today was the best option for my schedule",4.0,4.0
406,100,63,True,3,30-39,Male,Married,White,Catholic,,Doctorate,"$200,000 or more",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,3.0
407,100,60,True,5,30-39,Female,Not married,"Black or African American,American Indian or Alaska Native,Other",Other,Christian,Professional degree,"$50,000-$100,000",Democrat,Unsure,3.0,Kamala Harris,1.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,211 Voter Hotline,The Voter Information Handbook sent to my house,Social Media,Friends/Family",I prefer voting on election day,4.0,3.0
408,100,79,True,8,25-29,Female,Not married,"White,Black or African American",Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Independent,Unsure,1.0,Donald Trump,0.0,2.0,2.0,2.0,Social Media,"I prefer voting on election day,I do not trust mail-in voting,I wanted to wait to learn more about the candidates",1.0,4.0
409,100,83,True,1,65 or older,Male,Married,White,Judaism,,Professional degree,,Democrat,Unsure,3.0,Kamala Harris,3.0,2.0,3.0,3.0,Social Media,I prefer voting on election day,4.0,4.0
410,100,137,True,8,30-39,Male,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,High school graduate / GED,"$30,000-$49,999",Independent,Somewhat Wrong,0.0,Donald Trump,1.0,1.0,2.0,2.0,Rhode Island Secretary of State's Website,I prefer voting on election day,3.0,3.0
411,100,63,True,6,25-29,Female,Not married,Black or African American,,,2 year degree,"$50,000-$100,000",Democrat,Somewhat Wrong,3.0,Kamala Harris,0.0,2.0,2.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,4.0
412,100,55,True,3,25-29,Female,Married,White,Protestant / Other Christian Denomination,,Professional degree,"$100,000-$199,999",Democrat,Somewhat Right,3.0,Kamala Harris,2.0,3.0,3.0,2.0,The Voter Information Handbook sent to my house,Today was the best option for my schedule,4.0,4.0
413,100,77,True,6,25-29,Male,Married,,,,Professional degree,"$100,000-$199,999",Independent,Definitely Wrong,3.0,Kamala Harris,2.0,1.0,3.0,0.0,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,4.0,4.0
414,100,153,True,1,30-39,Male,Married,Other,Atheist,,4 year degree,"$50,000-$100,000",Democrat,Definitely Wrong,3.0,Kamala Harris,0.0,1.0,2.0,2.0,"Rhode Island Secretary of State's Website,Friends/Family","I prefer voting on election day,I wanted to wait to learn more about the candidates,I did not feel like I had all the information necessary to vote early or by mail",4.0,4.0
415,100,68,True,8,65 or older,Male,Married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"Less than $30,000",Democrat,,4.0,Kamala Harris,3.0,1.0,3.0,3.0,Social Media,,4.0,3.0
416,100,133,True,9,18-24,Male,Not married,Hispanic or Latino/a,,,High school graduate / GED,"$50,000-$100,000",Democrat,Definitely Wrong,1.0,Kamala Harris,1.0,3.0,2.0,1.0,Social Media,I prefer voting on election day,3.0,4.0
417,100,55,True,5,30-39,Female,Married,White,,,4 year degree,"$50,000-$100,000",Democrat,Definitely Wrong,0.0,Kamala Harris,1.0,1.0,2.0,2.0,Social Media,I prefer voting on election day,4.0,4.0
418,100,78,True,8,30-39,Male,Not married,Hispanic or Latino/a,,,High school graduate / GED,"$50,000-$100,000",Democrat,Definitely Wrong,0.0,Kamala Harris,0.0,0.0,0.0,0.0,Friends/Family,I prefer voting on election day,0.0,0.0
419,100,97,True,1,30-39,Male,Married,White,Protestant / Other Christian Denomination,,Professional degree,"$200,000 or more",Independent,Unsure,2.0,Kamala Harris,3.0,1.0,3.0,2.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house","I prefer voting on election day,Today was the best option for my schedule",4.0,4.0
420,100,92,True,8,30-39,Female,Married,Hispanic or Latino/a,Catholic,,Some college,"Less than $30,000",Democrat,Somewhat Wrong,3.0,Donald Trump,2.0,2.0,3.0,3.0,Friends/Family,I prefer voting on election day,4.0,4.0
421,100,53,True,1,25-29,Male,Not married,Asian,Atheist,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Right,4.0,Kamala Harris,3.0,2.0,3.0,2.0,Social Media,Today was the best option for my schedule,4.0,4.0
422,100,134,True,1,40-49,Male,Married,White,Buddhism,,Doctorate,"$100,000-$199,999",Independent,Unsure,3.0,Kamala Harris,3.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,"I prefer voting on election day,Today was the best option for my schedule",4.0,3.0
423,100,86,True,1,50-64,Female,Married,White,,,4 year degree,"$200,000 or more",Democrat,Unsure,3.0,Kamala Harris,3.0,3.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0.0
424,100,81,True,3,30-39,Male,Married,White,Atheist,,4 year degree,"$200,000 or more",Democrat,Somewhat Wrong,3.0,Kamala Harris,3.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I forgot to vote early or by mail,4.0,3.0
425,100,62,True,8,18-24,Female,Not married,Hispanic or Latino/a,,,High school graduate / GED,"Less than $30,000",Democrat,Definitely Right,4.0,Kamala Harris,2.0,2.0,2.0,2.0,"Social Media,Friends/Family",I prefer voting on election day,4.0,3.0
426,100,62,True,3,30-39,Female,Married,White,,,Professional degree,"$200,000 or more",Democrat,Somewhat Right,3.0,Kamala Harris,3.0,2.0,3.0,3.0,The Voter Information Handbook sent to my house,I prefer voting on election day,4.0,0.0
427,100,185,True,8,65 or older,Female,Not married,Hispanic or Latino/a,Catholic,,High school graduate / GED,"Less than $30,000",Democrat,Somewhat Wrong,3.0,,3.0,2.0,3.0,3.0,Religious/Community Organizations,I prefer voting on election day,4.0,3.0
428,100,68,True,6,25-29,Male,Not married,White,,,Doctorate,"$100,000-$199,999",Independent,Somewhat Wrong,2.0,Donald Trump,1.0,1.0,1.0,1.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,1.0
429,100,60,True,5,30-39,Male,Married,White,,,4 year degree,"$100,000-$199,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,1.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,Social Media","I prefer voting on election day,Today was the best option for my schedule",4.0,3.0
430,100,57,True,1,18-24,Male,Not married,"White,Hispanic or Latino/a",Protestant / Other Christian Denomination,,4 year degree,"$50,000-$100,000",Democrat,Somewhat Right,3.0,Kamala Harris,1.0,2.0,3.0,3.0,"Rhode Island Secretary of State's Website,The Voter Information Handbook sent to my house",Today was the best option for my schedule,3.0,4.0
431,100,61,True,3,18-24,Male,Not married,White,,,4 year degree,"$50,000-$100,000",Independent,Definitely Wrong,1.0,Kamala Harris,1.0,1.0,3.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,0.0
432,100,104,True,8,50-64,Female,Not married,Asian,Buddhism,,4 year degree,"$30,000-$49,999",Democrat,Somewhat Wrong,1.0,,2.0,2.0,2.0,1.0,Rhode Island Secretary of State's Website,I do not trust mail-in voting,3.0,3.0
433,100,71,True,8,30-39,Female,Married,Hispanic or Latino/a,Protestant / Other Christian Denomination,,2 year degree,"$30,000-$49,999",Democrat,Somewhat Wrong,3.0,Kamala Harris,1.0,2.0,2.0,2.0,"Rhode Island Secretary of State's Website,Social Media",I prefer voting on election day,4.0,3.0
434,100,59,True,3,25-29,Female,Not married,White,,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Wrong,2.0,Kamala Harris,2.0,2.0,0.0,2.0,Rhode Island Secretary of State's Website,I did not feel like I had all the information necessary to vote early or by mail,4.0,4.0
435,100,109,True,1,25-29,Female,Not married,White,,,Professional degree,"$50,000-$100,000",Democrat,Somewhat Wrong,2.0,Kamala Harris,2.0,2.0,2.0,3.0,Rhode Island Secretary of State's Website,I prefer voting on election day,4.0,3.0
